index,zenith_deg,relative_azimuth_deg,intensity_gain,dolp_scale,aop_offset_deg,source_reference_intensity,source_model_intensity,source_reference_dop,source_model_dop,source_reference_aop_deg,source_model_aop_deg
156,21.456861,134.977146,2.71509466158843136e+09,7.14897154946493196e-01,-4.16687682471386012e+00,7.06285700000000020e+02,2.60132992780000019e-07,5.48644000000000021e-01,7.67444654386774783e-01,4.05272859999999966e+01,4.46941628247138567e+01
157,21.385196,144.953195,2.99806767221700239e+09,7.64763093740059019e-01,-2.48896033906922405e+01,7.02956500000000005e+02,2.34469857540000013e-07,5.56337999999999999e-01,7.27464497899918072e-01,2.93768250000000002e+01,5.42664283906922407e+01
158,21.380731,155.06762,3.19392933202981472e+09,7.67651691468211883e-01,-4.55625134793988167e+01,7.07780200000000036e+02,2.21601709500000006e-07,5.33090999999999982e-01,6.94443855103620278e-01,1.85759129999999999e+01,6.41384264793988166e+01
159,21.409619,165.012388,3.31590825382255983e+09,8.15711365241494235e-01,-6.36985491645769173e+01,7.10471900000000005e+02,2.14261627769999999e-07,5.47366000000000019e-01,6.71029022426272492e-01,1.02215489999999996e+01,7.39200981645769133e+01
160,21.405445,174.903508,3.41303967440182972e+09,8.40948742984625297e-01,-8.39698485151677971e+01,7.18311100000000010e+02,2.10460811629999995e-07,5.57369000000000003e-01,6.62785936300745671e-01,-3.46756000000000009e-01,8.36230925151677980e+01
161,21.368321,184.993835,3.35684954813732243e+09,8.42101484941837675e-01,7.51625324065694400e+01,7.17763400000000047e+02,2.13820545040000003e-07,5.46503999999999990e-01,6.48976411718055535e-01,-1.13980990000000002e+01,-8.65606314065694420e+01
162,21.448675,194.918175,3.39511237656228542e+09,8.27405828102693475e-01,5.67169874309372872e+01,7.07218399999999974e+02,2.08304857560000000e-07,5.53795999999999955e-01,6.69316049259524370e-01,-2.02158259999999999e+01,-7.69328134309372871e+01
163,21.445552,204.82823,3.39117185357466459e+09,8.21293420681647790e-01,3.53788480184266021e+01,7.16085100000000011e+02,2.11161548550000009e-07,5.57668000000000053e-01,6.79011892652388593e-01,-3.20261599999999973e+01,-6.74050080184265994e+01
164,21.407074,215.014276,3.38265123990362501e+09,7.86242565857027009e-01,1.50288266790910612e+01,7.33977999999999952e+02,2.16983054990000001e-07,5.45702000000000020e-01,6.94063160273152069e-01,-4.26702680000000001e+01,-5.76990946790910613e+01
165,21.366307,225.039568,3.28815948182700777e+09,7.74367438240997519e-01,-5.31703660304727066e+00,7.46549499999999966e+02,2.27041755160000011e-07,5.52629000000000037e-01,7.13652166541656197e-01,-5.37249789999999976e+01,-4.84079423969527269e+01
166,21.412388,235.050572,3.13910920488733864e+09,7.24569505485567089e-01,-2.52983453822613953e+01,7.58844399999999951e+02,2.41738770610000019e-07,5.32070000000000043e-01,7.34325687144997463e-01,-6.46777390000000025e+01,-3.93793936177386072e+01
167,21.378044,245.005108,3.00441341322098303e+09,6.46691291244616995e-01,-4.32333204055591764e+01,7.91157900000000041e+02,2.63331902499999982e-07,4.89883000000000013e-01,7.57522185055523267e-01,-7.41485109999999992e+01,-3.09151905944408227e+01
168,21.387872,255.098177,2.72513747910704470e+09,5.89573663163491801e-01,-6.22497249371947277e+01,8.17168499999999995e+02,2.99863220209999976e-07,4.54243000000000008e-01,7.70460128023113699e-01,-8.49816799999999972e+01,-2.27319550628052696e+01
169,21.371938,265.024514,2.50189115537670135e+09,5.56862116707216637e-01,-7.96434209200926659e+01,8.74337099999999964e+02,3.49470478809999984e-07,4.38043000000000016e-01,7.86627401752867716e-01,8.46262940000000015e+01,-1.57302850799073379e+01
170,21.383829,275.01372,2.14737338151850867e+09,4.92964401860831347e-01,8.17002925033414868e+01,9.24747299999999996e+02,4.30641130209999975e-07,3.90969000000000011e-01,7.93097835308551047e-01,7.25427860000000067e+01,-9.15750650334147842e+00
171,21.401727,285.23081,1.79485431504761505e+09,4.37243335557372326e-01,6.71541741302063571e+01,9.74623699999999985e+02,5.43009921099999990e-07,3.47702999999999984e-01,7.95216237102318479e-01,6.45629820000000052e+01,-2.59119213020635453e+00
172,21.434643,295.072562,1.88543063010113072e+09,4.10383541764287041e-01,4.84437103851040050e+01,1.02675900000000001e+03,5.44575325979999973e-07,3.18184000000000022e-01,7.75333237371288453e-01,5.47434190000000029e+01,6.29970861489599709e+00
173,21.423298,304.951047,2.69805631719792986e+09,3.98296668074654969e-01,2.31667886539976919e+01,1.06848399999999992e+03,3.96019902619999990e-07,2.91966000000000003e-01,7.33036511230054200e-01,4.42266669999999991e+01,2.10598783460023071e+01
174,21.336339,314.997611,3.71303294034850216e+09,3.51436728174044311e-01,-4.93637345539485040e+00,1.12151099999999997e+03,3.02047145289999995e-07,2.54987999999999992e-01,7.25558769354694766e-01,3.40769159999999971e+01,3.90132894553948475e+01
175,21.390824,325.028039,4.08193252451254082e+09,3.45333359893632064e-01,-2.61988232168290587e+01,1.15050500000000011e+03,2.81853017679999994e-07,2.51410999999999996e-01,7.28024075280298444e-01,2.67411810000000010e+01,5.29400042168290597e+01
176,21.372545,335.022992,3.98600382127868557e+09,3.58578345625266193e-01,-4.16073756231788749e+01,1.17269599999999991e+03,2.94203430949999995e-07,2.50232000000000010e-01,6.97844705495702211e-01,2.21195209999999989e+01,6.37268966231788738e+01
177,21.416271,345.031853,3.88018697872375107e+09,3.72101439702719083e-01,-6.18081198767365976e+01,1.17406600000000003e+03,3.02579748460000022e-07,2.54184000000000021e-01,6.83104048732178559e-01,1.24196290000000005e+01,7.42277488767365980e+01
178,21.353147,355.02705,3.69603386572679663e+09,3.54452629828302779e-01,-8.10480280259607895e+01,1.14755600000000004e+03,3.10483085840000012e-07,2.35406000000000004e-01,6.64139521588627879e-01,3.61585299999999998e+00,8.46638810259607908e+01
179,26.113854,4.999927,3.36281802804136610e+09,4.05234030885628316e-01,8.58005211158631198e+01,1.23733300000000008e+03,3.67945273779999992e-07,2.33617999999999992e-01,5.76501434219218956e-01,1.27715800000000002e+00,-8.45233631158631198e+01
180,26.107117,14.71781,3.30732422664448214e+09,4.90148035156913520e-01,6.45823677967367900e+01,1.18895200000000000e+03,3.59490608879999979e-07,2.89445999999999981e-01,5.90527716605735664e-01,-9.54373900000000042e+00,-7.41261067967367921e+01
181,26.101811,24.939149,3.25717197293550873e+09,4.84584150410218628e-01,4.48610595199379247e+01,1.13515000000000009e+03,3.48507849580000008e-07,2.96252000000000015e-01,6.11353053436047400e-01,-1.85613059999999983e+01,-6.34223655199379195e+01
182,26.126499,35.043097,2.85904411763136339e+09,6.02864190344800877e-01,2.14550358784126907e+01,1.04821599999999989e+03,3.66631628219999997e-07,3.50947999999999982e-01,5.82134426991391729e-01,-2.76885170000000009e+01,-4.91435528784126916e+01
183,26.155163,45.01463,2.40992754399718809e+09,7.78973365441378740e-01,-7.52029271064375848e+00,9.75486200000000053e+02,4.04778227640000019e-07,3.91813999999999996e-01,5.02987672470665226e-01,-4.02148770000000013e+01,-3.26945842893562428e+01
184,26.143855,54.941341,2.87173592745869017e+09,7.95993443764575592e-01,-2.02184623523243339e+01,9.23345500000000015e+02,3.21528693210000026e-07,4.54540999999999973e-01,5.71036110360773064e-01,-5.16610640000000032e+01,-3.14426016476756693e+01
185,26.049322,64.93763,3.17627537182953405e+09,7.50628118315080584e-01,-3.73785120440407823e+01,8.57163599999999974e+02,2.69864385059999983e-07,5.04614000000000007e-01,6.72255658544602119e-01,-6.19726929999999996e+01,-2.45941809559592173e+01
186,26.135288,75.004543,3.35645889892082548e+09,7.01885551749391157e-01,-5.79202354257895422e+01,8.10357099999999946e+02,2.41432153469999987e-07,5.29476999999999975e-01,7.54363725938399399e-01,-7.35650459999999953e+01,-1.56448105742104495e+01
187,26.165957,85.001142,8.63251084645294547e+08,5.90512683221389389e-01,-8.10168529991476021e+01,7.85642900000000054e+02,9.10097784960000023e-07,5.47665999999999986e-01,9.27441553011782327e-01,-8.60967629999999957e+01,-5.07991000085238653e+00
188,26.132623,94.905787,7.68915942884837270e+08,6.07810775433774375e-01,7.38643458207438641e+01,7.58918900000000008e+02,9.86998523080000011e-07,5.53069999999999951e-01,9.09937800305189226e-01,8.27745010000000008e+01,8.91015517925614375e+00
189,26.053196,104.892793,1.71309872590949559e+09,6.58774439703526005e-01,5.14682316007605749e+01,7.47269599999999969e+02,4.36209302299999981e-07,5.58309999999999973e-01,8.47497969489012126e-01,7.01827339999999964e+01,1.87145023992394250e+01
190,26.088026,114.948559,2.52893586944960594e+09,6.94645994118926469e-01,3.38596832390626048e+01,7.35719299999999976e+02,2.90920504900000024e-07,5.43163999999999980e-01,7.81929219485296367e-01,6.10459570000000014e+01,2.71862737609373930e+01
191,26.151169,124.992745,3.07561341251995897e+09,7.09036185696871990e-01,1.28261679417175998e+01,7.40500000000000000e+02,2.40764979429999984e-07,5.08624999999999994e-01,7.17347027218506406e-01,4.86989310000000017e+01,3.58727630582824020e+01
192,26.155376,134.974239,3.28530948998104811e+09,8.10528821629849960e-01,-4.83218525217650807e+00,7.29729699999999980e+02,2.22119012599999993e-07,5.28603999999999963e-01,6.52171749965729575e-01,4.02109840000000034e+01,4.50431692521765115e+01
193,26.121621,144.997622,3.52771876032403231e+09,8.29299345650202357e-01,-2.41853513080275206e+01,7.33857099999999946e+02,2.08025965179999999e-07,5.13021999999999978e-01,6.18621011448852842e-01,3.05167980000000014e+01,5.47021493080275221e+01
194,26.066654,155.003112,3.66575442421603870e+09,8.47220288445088787e-01,-4.47260826031141221e+01,7.33577999999999975e+02,2.00116514940000003e-07,5.01133000000000051e-01,5.91502596001016512e-01,1.99129329999999989e+01,6.46390156031141174e+01
195,26.119693,164.967292,3.71839888130068111e+09,8.95275714452323013e-01,-6.46742992230820164e+01,7.29928599999999960e+02,1.96301855530000013e-07,5.11010999999999993e-01,5.70786174304534155e-01,9.93529000000000018e+00,7.46095892230820112e+01
196,26.157841,175.010098,3.74515844597836876e+09,8.95246930887635739e-01,-8.36077319052844103e+01,7.33785700000000020e+02,1.95929147079999996e-07,5.02758999999999956e-01,5.61586957356575711e-01,9.36246000000000023e-01,8.45439779052844074e+01
197,26.113562,185.033848,3.79900934770588636e+09,9.48501040751372315e-01,7.49952160266794152e+01,7.35063099999999963e+02,1.93488099850000005e-07,5.41600999999999999e-01,5.71007280678322626e-01,-1.06969189999999994e+01,-8.56921350266794093e+01
198,26.077802,195.02462,3.74592456791892004e+09,9.21910449570051527e-01,5.52992288659991971e+01,7.26091699999999946e+02,1.93835109820000010e-07,5.34337999999999980e-01,5.79598593604397805e-01,-2.06944580000000009e+01,-7.59936868659991944e+01
199,26.084484,205.206171,3.81851242864213705e+09,9.51931486003274818e-01,3.41489405220815456e+01,7.54490599999999972e+02,1.97587572149999997e-07,5.57548999999999961e-01,5.85702866433059577e-01,-3.18209419999999987e+01,-6.59698825220815479e+01
200,26.148741,215.001535,3.75027439888355255e+09,9.06885948752857107e-01,1.38387934470015423e+01,7.57798199999999952e+02,2.02064734309999994e-07,5.48340999999999967e-01,6.04641631898778953e-01,-4.24901399999999967e+01,-5.63289334470015390e+01
201,26.093929,224.965733,3.58684557264049673e+09,8.42398658146648049e-01,-7.21359917997745015e+00,7.49981999999999971e+02,2.09092358400000012e-07,5.35306999999999977e-01,6.35455665584419349e-01,-5.39880899999999997e+01,-4.67744908200225495e+01
202,26.148679,235.003143,3.51862415484681940e+09,8.03097308487497052e-01,-2.75918045446735221e+01,7.80180200000000013e+02,2.21728768309999995e-07,5.36135000000000028e-01,6.67584107596777998e-01,-6.51431400000000025e+01,-3.75513354553264804e+01
203,26.184697,245.014133,3.42282100539671946e+09,7.17879884515578937e-01,-4.69249875602456967e+01,8.18399999999999977e+02,2.39101021850000013e-07,5.05696000000000034e-01,7.04429823021494261e-01,-7.58060519999999940e+01,-2.88810644397542973e+01
204,26.123008,255.018555,3.20360129488809443e+09,6.40175908071132671e-01,-6.63655304246387345e+01,8.57513500000000022e+02,2.67671729739999997e-07,4.70287999999999984e-01,7.34623084172271401e-01,-8.73224110000000024e+01,-2.09568805753612679e+01
205,26.100336,264.984074,2.87496559935257721e+09,5.42686798709167473e-01,-8.46662253628406631e+01,8.98254500000000007e+02,3.12440086309999982e-07,4.07994000000000023e-01,7.51803804644691542e-01,8.15346100000000007e+01,-1.37991646371593344e+01
206,26.105162,274.995145,2.53226418864462805e+09,5.08550121192582361e-01,7.77609922483451896e+01,9.81890899999999988e+02,3.87752156510000020e-07,3.85023999999999977e-01,7.57101382843237136e-01,7.02067799999999949e+01,-7.55421224834519389e+00
207,26.149795,285.051072,2.14870427121388197e+09,4.22524098401596160e-01,6.35417016175995073e+01,1.06320700000000011e+03,4.94813090029999956e-07,3.23207999999999995e-01,7.64945718416280118e-01,6.16800720000000027e+01,-1.86162961759950329e+00
208,26.159838,295.088269,1.93314789041382289e+09,4.02343657598641047e-01,4.73618233549592489e+01,1.12538200000000006e+03,5.82149977030000032e-07,3.02545000000000008e-01,7.51956677547044983e-01,5.24585890000000035e+01,5.09676564504075547e+00
209,26.127697,305.022322,2.79444590206801319e+09,3.59127582150949309e-01,2.28590440742556673e+01,1.20518499999999995e+03,4.31278701480000000e-07,2.46743999999999991e-01,6.87065021634255868e-01,4.30446340000000021e+01,2.01855899257443347e+01
210,26.063422,314.985369,3.66181260842074680e+09,3.41111797930076566e-01,-3.60267627948274338e+00,1.27618000000000006e+03,3.48510460929999999e-07,2.24317999999999990e-01,6.57608447908278548e-01,3.39067360000000022e+01,3.75094122794827456e+01
211,26.138121,324.964205,4.11062407932270575e+09,3.18278926434398091e-01,-2.44866030095531464e+01,1.34377999999999997e+03,3.26904132819999999e-07,2.07047000000000009e-01,6.50520605682247122e-01,2.78432560000000002e+01,5.23298590095531466e+01
212,26.158318,334.954521,3.99808180284733820e+09,3.44454684066304473e-01,-4.29842990405885246e+01,1.39035699999999997e+03,3.47756016149999992e-07,2.10658000000000012e-01,6.11569561235666637e-01,2.01549380000000014e+01,6.31392370405885259e+01
213,26.159288,344.981416,3.76982202329935884e+09,3.27369762432402289e-01,-5.95686259680001626e+01,1.35527299999999991e+03,3.59505831209999994e-07,1.93215999999999999e-01,5.90207227950372060e-01,1.42722940000000005e+01,7.38409199680001649e+01
214,26.076364,354.97306,3.50143306996845627e+09,3.65981059063388958e-01,-7.58996872309373600e+01,1.29635999999999990e+03,3.70236978429999990e-07,2.09642999999999996e-01,5.72824726330138367e-01,8.75283400000000000e+00,8.46525212309373529e+01
215,30.841073,5.030139,2.96577353362336063e+09,4.38275666841054401e-01,8.57985172417333786e+01,1.40696199999999999e+03,4.74399674839999975e-07,2.07217000000000012e-01,4.72800603997824920e-01,2.20880700000000019e+00,-8.35897102417333855e+01
216,30.823153,14.907602,2.98076641004117870e+09,4.68609616377855365e-01,6.51020157804177870e+01,1.33906199999999990e+03,4.49234128339999977e-07,2.32176999999999994e-01,4.95459315996597149e-01,-7.82814099999999957e+00,-7.29301567804177893e+01
217,30.816987,24.801132,2.92024845813811541e+09,5.43333960397866744e-01,4.54378704715682673e+01,1.23129400000000010e+03,4.21640150709999981e-07,2.86903000000000019e-01,5.28041721871958414e-01,-1.70848459999999989e+01,-6.25227164715682662e+01
218,30.874708,34.994048,2.80230265278283405e+09,5.91497585572638873e-01,2.64224278105836703e+01,1.11600000000000000e+03,3.98243922329999997e-07,3.32359000000000016e-01,5.61894094087024287e-01,-2.53684000000000012e+01,-5.17908278105836715e+01
219,30.848519,45.047453,2.16774776906760406e+09,7.59786303442865352e-01,-7.03117119325849416e+00,1.04060200000000009e+03,4.80038321269999958e-07,3.88440000000000007e-01,5.11249015992837008e-01,-3.84120380000000026e+01,-3.13808668067415084e+01
220,30.844538,55.033762,2.43597051442282677e+09,9.55084520127808201e-01,-2.09324729199343267e+01,9.61404599999999959e+02,3.94670048059999991e-07,4.58755999999999997e-01,4.80330264319025757e-01,-4.96623560000000026e+01,-2.87298830800656759e+01
221,30.809294,65.035851,2.95250606439524364e+09,8.01106121260566906e-01,-3.62414200949814074e+01,9.01985199999999963e+02,3.05498170139999996e-07,4.91906000000000010e-01,6.14033505605936059e-01,-6.09095739999999992e+01,-2.46681539050185954e+01
222,30.847478,75.030246,3.34539851182979107e+09,6.87581125954627392e-01,-5.72043580186313889e+01,8.46953800000000001e+02,2.53169778430000006e-07,5.30011000000000010e-01,7.70834131411243462e-01,-7.28991039999999941e+01,-1.56947459813686034e+01
223,30.84911,84.98083,6.83357667976457357e+08,6.08381784814065130e-01,-8.72138115283063655e+01,8.11076900000000023e+02,1.18689953740000002e-06,5.53486999999999951e-01,9.09769184113817242e-01,-8.55682189999999991e+01,1.64559252830636060e+00
224,30.876056,95.042859,1.72410999404310369e+09,6.63739545226900041e-01,7.02843587255054274e+01,7.87127799999999979e+02,4.56541521549999982e-07,5.42749999999999955e-01,8.17715328102773142e-01,8.26026269999999982e+01,1.23182682744945637e+01
225,30.863978,104.987018,2.72074026543936014e+09,7.45262736275175475e-01,5.15934559990190849e+01,7.74759699999999953e+02,2.84760625569999977e-07,5.54989999999999983e-01,7.44690393046942067e-01,7.08025999999999982e+01,1.92091440009809169e+01
226,30.859057,114.927427,3.19988905334571695e+09,7.70780056178806516e-01,3.37511489317380580e+01,7.61343100000000049e+02,2.37927967909999998e-07,5.21011000000000002e-01,6.75952881530104355e-01,6.06162559999999999e+01,2.68651070682619455e+01
227,30.875488,125.070863,3.54090428087793303e+09,8.56407976729313458e-01,1.38608932984679072e+01,7.58399999999999977e+02,2.14182575930000009e-07,5.22521000000000013e-01,6.10130935486550507e-01,4.91806120000000035e+01,3.53197187015320964e+01
228,30.886576,135.017152,3.85889659624181414e+09,8.74723719466938165e-01,-4.64477304078025099e+00,7.71669200000000046e+02,1.99971463539999991e-07,4.90754000000000024e-01,5.61038861846650749e-01,3.98250060000000019e+01,4.44697790407802529e+01
229,30.835787,144.97502,3.91386339438232327e+09,9.23754392073164454e-01,-2.63646142174761771e+01,7.64984600000000000e+02,1.95455109930000007e-07,4.71681000000000017e-01,5.10612998484819447e-01,2.78697100000000013e+01,5.42343242174761784e+01
230,30.845138,154.91186,4.07345466880556631e+09,9.59630334448243860e-01,-4.55192190596284547e+01,7.70941199999999981e+02,1.89259796089999993e-07,4.64619000000000004e-01,4.84164561416392469e-01,1.90298750000000005e+01,6.45490940596284588e+01
231,30.891096,165.009479,4.23561782429234743e+09,9.51696868703493237e-01,-6.53744617133059904e+01,7.94766899999999964e+02,1.87638954450000013e-07,4.45326999999999973e-01,4.67929458049676783e-01,9.69293599999999955e+00,7.50673977133059935e+01
232,30.85329,175.063483,4.11421351786959839e+09,1.01878875100845701e+00,-8.51668409483176134e+01,7.64242399999999975e+02,1.85756620720000013e-07,4.83464000000000005e-01,4.74547838814905310e-01,-1.43660000000000003e-02,8.51524749483176180e+01
233,30.861277,185.00274,4.13299640200954199e+09,1.06948143532507967e+00,7.53456264772590600e+01,7.68000000000000000e+02,1.85821598979999999e-07,5.12745000000000006e-01,4.79433287071641401e-01,-9.98569600000000079e+00,-8.53313224772590644e+01
234,30.748214,194.998844,4.08266060010326719e+09,1.08394433258044476e+00,5.53528686896000011e+01,7.59582099999999969e+02,1.86050758169999987e-07,5.21248999999999962e-01,4.80881706128866715e-01,-2.01913969999999985e+01,-7.55442656895999960e+01
235,30.830396,204.969064,4.05715071940139914e+09,1.11857440847544787e+00,3.49602547059652835e+01,7.65454500000000053e+02,1.88667997059999997e-07,5.41984000000000021e-01,4.84531020818447677e-01,-3.02805010000000010e+01,-6.52407557059652845e+01
236,30.841506,214.920567,3.99686182825241470e+09,1.08007537513504892e+00,1.35662148793983306e+01,7.70604699999999980e+02,1.92802436789999997e-07,5.52471999999999963e-01,5.11512448777864948e-01,-4.11970320000000001e+01,-5.47632468793983307e+01
237,30.814329,224.9675,3.91961664748208141e+09,1.01089351194456412e+00,-8.40535184252693313e+00,7.78076299999999947e+02,1.98508264960000009e-07,5.59401999999999955e-01,5.53373815728551932e-01,-5.32957549999999998e+01,-4.48904031574730666e+01
238,30.883608,234.973947,3.86280246476938200e+09,9.05898478577278454e-01,-2.88679311205304359e+01,8.09600000000000023e+02,2.09588765509999999e-07,5.45750999999999986e-01,6.02441678516898227e-01,-6.44969519999999932e+01,-3.56290208794695573e+01
239,30.874387,245.013084,3.75002406368770742e+09,8.01360083329194284e-01,-4.91767728403831512e+01,8.51162799999999947e+02,2.26975290169999988e-07,5.23054000000000019e-01,6.52707828704181092e-01,-7.63152850000000029e+01,-2.71385121596168482e+01
240,30.869814,255.031792,3.55706246661299038e+09,6.74823430146218706e-01,-6.88373112482405247e+01,8.99630800000000022e+02,2.52913972820000012e-07,4.67457999999999985e-01,6.92711573305498041e-01,-8.81276529999999951e+01,-1.92903417517594740e+01
241,30.835055,265.04356,3.26969571340037632e+09,5.47030681268704355e-01,-8.71828306937750170e+01,9.66092300000000023e+02,2.95468564869999998e-07,3.93170999999999993e-01,7.18736651275456162e-01,8.04866020000000049e+01,-1.23305673062249834e+01
242,30.858894,274.99863,2.87064864477906752e+09,5.11752964343150984e-01,7.56612586195638812e+01,1.04738499999999999e+03,3.64860047189999983e-07,3.69290000000000007e-01,7.21617705671708021e-01,6.94705880000000064e+01,-6.19067061956387121e+00
243,30.823224,284.864059,2.42821760540544176e+09,4.44190961005071661e-01,5.78848815463331050e+01,1.13587300000000005e+03,4.67780563600000025e-07,3.23570000000000024e-01,7.28447961362963414e-01,5.68790830000000014e+01,-1.00579854633310384e+00
244,30.849743,294.969015,2.04036669109395194e+09,3.71552233084971095e-01,4.39992170675360725e+01,1.24293800000000010e+03,6.09173834010000050e-07,2.65718000000000010e-01,7.15156514586826275e-01,4.85163679999999999e+01,4.51715093246393007e+00
245,30.865432,304.939,2.69762125059254837e+09,3.32687533126613755e-01,2.14912604716073048e+01,1.35315200000000004e+03,5.01609334410000021e-07,2.14626000000000011e-01,6.45127871137623710e-01,3.94767209999999977e+01,1.79854605283926929e+01
246,30.809795,314.986818,3.34842405526452827e+09,3.16889690657009004e-01,-6.45053295097369528e-01,1.46246199999999999e+03,4.36761287060000014e-07,1.84006000000000003e-01,5.80662626223337974e-01,3.35103420000000014e+01,3.41553952950973709e+01
247,30.842753,325.014559,3.75686845972936869e+09,3.00612547197787849e-01,-2.38611279871750028e+01,1.53230799999999999e+03,4.07868419250000022e-07,1.65172999999999986e-01,5.49454776720695204e-01,2.78353329999999985e+01,5.16964609871750014e+01
248,30.900367,335.001776,3.59283677532526302e+09,2.85521395745599482e-01,-4.22162458208906202e+01,1.57916300000000001e+03,4.39530960839999987e-07,1.45008999999999999e-01,5.07874373552038461e-01,2.08620359999999998e+01,6.30782818208906235e+01
249,30.852299,344.956608,3.37244411919263601e+09,3.32540947926223962e-01,-5.66831755732588505e+01,1.56000000000000000e+03,4.62572527480000019e-07,1.60332000000000002e-01,4.82142127157135947e-01,1.75572610000000005e+01,7.42404365732588474e+01
250,30.830393,354.995797,3.17981014377646780e+09,3.76318525444643726e-01,-7.42560459425609594e+01,1.50674800000000005e+03,4.73848416059999998e-07,1.76551999999999987e-01,4.69155749883407469e-01,1.11732669999999992e+01,8.54293129425609550e+01
251,35.569952,5.007858,2.01781022626523709e+09,4.87124305118456835e-01,8.69122103564878898e+01,1.64090100000000007e+03,8.13208783780000024e-07,1.76639999999999991e-01,3.62617915271227165e-01,6.98566100000000034e+00,-7.99265493564878966e+01
252,35.589486,14.920963,1.98521858638761163e+09,5.59539915460493753e-01,6.87736447531940627e+01,1.50437799999999993e+03,7.57789600760000037e-07,2.13681000000000010e-01,3.81886964800613848e-01,-1.75245600000000001e+00,-7.05261007531940578e+01
253,35.591775,24.898412,2.05940406256274724e+09,6.49506827967691547e-01,4.98140599407990052e+01,1.35454800000000000e+03,6.57737849809999970e-07,2.67984999999999973e-01,4.12597664043849510e-01,-1.16392439999999997e+01,-6.14533039407990032e+01
254,35.605589,35.045332,2.21330993317296839e+09,7.27278718668656898e-01,2.87917991420121773e+01,1.23962699999999995e+03,5.60078361110000046e-07,3.26616999999999991e-01,4.49094675281986933e-01,-2.25853390000000012e+01,-5.13771381420121784e+01
255,35.592381,44.984358,2.26483435792093229e+09,8.39065624554476752e-01,5.50905797106456419e+00,1.11715799999999990e+03,4.93262562929999971e-07,3.92886000000000013e-01,4.68242278675893575e-01,-3.57121309999999994e+01,-4.12211889710645636e+01
256,35.56417,54.988883,1.57815982087951612e+09,9.07455885903040382e-01,-3.23041444301598943e+01,1.01942100000000005e+03,6.45955489749999966e-07,4.42022000000000026e-01,4.87100262245947990e-01,-4.85492520000000027e+01,-1.62451075698401119e+01
257,35.615431,64.981972,2.66893250163984585e+09,8.18069352092485769e-01,-3.57633247023346925e+01,9.32779199999999946e+02,3.49495238050000021e-07,5.02086999999999950e-01,6.13746253561198274e-01,-5.98887900000000002e+01,-2.41254652976653077e+01
258,35.570525,74.993865,1.17681180217808414e+09,6.59041315608135836e-01,-6.95330883488802414e+01,8.79578899999999976e+02,7.47425287860000035e-07,5.32598000000000016e-01,8.08140532902009046e-01,-7.23895490000000024e+01,-2.85646065111976233e+00
259,35.5734,84.973341,2.57770888703761578e+09,8.76824430654224107e-01,-8.79579094626857909e+01,8.39064899999999966e+02,3.25508013809999978e-07,5.73880999999999974e-01,6.54499327273318277e-01,-8.57816940000000017e+01,2.17621546268578570e+00
260,35.57837,94.975369,3.31321475553872538e+09,8.87997300662925482e-01,7.67441545588349072e+01,8.18596000000000004e+02,2.47070009160000005e-07,5.49327000000000010e-01,6.18613366943689402e-01,8.26640189999999961e+01,5.91986444116509425e+00
261,35.645007,104.948711,3.72092599501328897e+09,9.33758285138976185e-01,5.74056254165003210e+01,8.07789499999999975e+02,2.17093675359999998e-07,5.51548000000000038e-01,5.90675347976066689e-01,7.03394650000000041e+01,1.29338395834996813e+01
262,35.551347,114.863444,3.87532749459320784e+09,1.00402132606657113e+00,3.83122409363582079e+01,7.99581699999999955e+02,2.06326226909999990e-07,5.30869999999999953e-01,5.28743748979691341e-01,5.93155360000000016e+01,2.10032950636417937e+01
263,35.609777,124.961339,3.97207118671526432e+09,1.01850230849229972e+00,2.21712107156163789e+01,8.00522900000000050e+02,2.01537903620000013e-07,4.82229999999999992e-01,4.73469717230047771e-01,4.83893180000000029e+01,2.62181072843836240e+01
264,35.580601,134.977907,3.47818895901279068e+09,1.12745155003011477e+00,1.18861333342650006e+01,8.17218499999999949e+02,2.34955176280000007e-07,4.59556999999999993e-01,4.07606872319901503e-01,3.70545890000000000e+01,2.51684556657349994e+01
265,35.561546,145.028104,3.32814009566027784e+09,1.26766119876911887e+00,-3.13760329129417670e+00,8.10980400000000031e+02,2.43673756720000005e-07,4.37749999999999972e-01,3.45320974109682488e-01,2.83602729999999994e+01,3.14978762912941761e+01
266,35.627306,155.009928,3.79789106082412004e+09,1.41724326899017372e+00,-3.27747622618028345e+01,8.29509900000000016e+02,2.18413294830000008e-07,4.14945999999999982e-01,2.92783891854826617e-01,1.82553279999999987e+01,5.10300902618028331e+01
267,35.603078,164.96141,3.93092233862158108e+09,1.40403585977962675e+00,-5.89385865150631005e+01,8.22026700000000005e+02,2.09118020960000011e-07,4.14845000000000019e-01,2.95466100178604307e-01,1.03499450000000000e+01,6.92885315150630987e+01
268,35.594916,174.947041,4.05276228774950695e+09,1.46515723803845521e+00,-8.13920079943840307e+01,8.22789499999999975e+02,2.03019432570000001e-07,4.25725999999999993e-01,2.90566765769085467e-01,1.05188900000000007e+00,8.24438969943840334e+01
269,35.583298,185.021116,4.17751514988085175e+09,1.76221575619626303e+00,7.54652664016235804e+01,8.11921600000000012e+02,1.94355153930000005e-07,4.78121999999999991e-01,2.71318650011406537e-01,-9.15469399999999922e+00,-8.46199604016235867e+01
