zenith_deg,relative_azimuth_deg,intensity,q,u,dop,aop_deg
78.270185,334.861859,2.286957e+04,-4.696965e+02,-3.387134e+02,0.025321,-72.101699
78.189566,344.989503,1.848461e+04,-9.098941e+02,-2.402572e+02,0.050912,-82.604333
78.167135,354.983080,7.238614e+03,-4.239531e+02,3.063264e+02,0.072257,72.075043
82.922949,4.997768,4.190327e+03,-2.647984e+02,2.993690e+02,0.095380,65.746730
82.918822,15.023849,3.280591e+03,1.498681e+00,4.779576e+02,0.145693,44.910172
82.899129,25.076190,3.306989e+03,4.673135e+02,4.755248e+02,0.201607,22.749492
82.944673,34.992822,2.675596e+03,7.518318e+02,1.230479e+02,0.284735,4.647428
82.920668,44.996697,1.658420e+03,4.854421e+02,-2.294531e+02,0.323765,-12.649308
82.911263,55.001194,1.847287e+03,3.124690e+02,-7.041267e+02,0.417014,-33.034938
82.915801,65.008472,1.056855e+03,-7.254806e+01,-3.864898e+02,0.372085,-50.315643
82.915217,75.007514,1.179044e+03,-4.604022e+02,-2.747072e+02,0.454715,-74.588414
82.940614,85.003106,1.458484e+03,-7.296432e+02,1.257023e+00,0.500276,89.950646
82.910241,94.995951,1.445230e+03,-5.095563e+02,3.891023e+02,0.443618,71.317142
82.920126,105.049507,1.458478e+03,-1.466596e+02,5.184260e+02,0.369406,52.897947
82.915673,115.009342,1.367028e+03,1.102622e+02,3.215331e+02,0.248652,35.535896
82.916482,125.002713,1.039514e+03,1.208944e+02,4.383291e+01,0.123707,9.964611
82.921878,135.000704,1.595457e+03,2.206415e+02,-4.551545e+01,0.141205,-5.827934
82.919817,144.986184,1.679910e+03,6.735320e+01,-1.040739e+02,0.073794,-28.545191
82.930579,154.952690,1.734281e+03,-6.308429e+01,-9.501466e+01,0.065762,-61.790941
82.912444,164.989977,1.824896e+03,-1.170673e+02,4.898297e+01,0.069539,78.647365
82.915365,174.994412,1.700575e+03,-3.267412e+01,1.759681e+02,0.105244,50.259501
82.931260,184.968999,1.569740e+03,1.395380e+02,2.179732e+02,0.164875,28.687102
82.915445,194.885215,1.624980e+03,3.500429e+02,1.370743e+02,0.231341,10.692475
82.896738,204.988957,1.622915e+03,4.599762e+02,-1.369627e+02,0.295724,-8.290725
82.904065,215.020262,1.605318e+03,3.854351e+02,-4.669004e+02,0.377146,-25.229844
82.923804,224.988177,1.597026e+03,4.356001e+01,-7.052074e+02,0.442417,-43.232692
82.931675,234.986766,1.639075e+03,-4.266499e+02,-6.596393e+02,0.479290,-61.447247
82.923363,245.017641,1.698791e+03,-7.833426e+02,-3.005668e+02,0.493897,-79.504150
82.924533,255.025728,1.867475e+03,-8.267758e+02,2.094467e+02,0.456709,82.892176
82.924940,265.032263,2.126997e+03,-5.063055e+02,6.460004e+02,0.385882,64.043862
82.904147,275.018340,2.541310e+03,-6.156022e+00,7.886932e+02,0.310358,45.223602
82.896949,284.956342,3.046243e+03,4.254252e+02,5.499299e+02,0.228241,26.137251
82.899802,295.071574,3.767030e+03,5.877087e+02,8.328507e+01,0.157573,4.032882
82.902326,304.983171,4.563329e+03,4.091660e+02,-2.414194e+02,0.104108,-15.270899
82.928151,315.010888,4.511304e+03,1.611063e+02,-2.692070e+02,0.069543,-29.550840
82.926566,325.000183,7.375743e+03,-1.611885e+02,-2.589601e+02,0.041356,-60.950002
82.917558,334.980982,1.264181e+04,-4.460566e+02,-1.813318e+02,0.038088,-78.938588
82.918281,344.974735,1.097973e+04,-4.894317e+02,-5.931904e+01,0.044902,-86.544733
82.886224,354.994579,6.862828e+03,-4.160987e+02,1.861344e+02,0.066421,77.949747
87.656658,5.006841,6.926146e+02,-3.346343e+01,3.919803e+01,0.074412,65.243720
87.649503,14.993147,3.462151e+02,6.882783e+00,3.540065e+01,0.104165,39.498757
87.636192,24.942927,5.543704e+02,4.031304e+01,5.783364e+01,0.127166,27.560755
87.670267,34.985091,5.533013e+02,8.935993e+01,2.992825e+01,0.170320,9.258312
87.673758,44.989308,3.387018e+02,4.326638e+01,-3.492954e+01,0.164175,-19.457204
87.649108,55.018582,5.195158e+02,4.641073e+01,-9.479788e+01,0.203168,-31.957380
87.681276,65.006040,6.228451e+02,-1.844706e+01,-9.440559e+01,0.154438,-50.528205
87.649426,74.997148,7.047979e+02,-1.541453e+02,-1.006299e+02,0.261188,-73.431245
87.669881,84.990099,7.551496e+02,-2.390128e+02,9.279081e+00,0.316749,88.888375
87.651463,95.014911,8.086026e+02,-1.627480e+02,1.424958e+02,0.267516,69.397941
87.672528,105.066719,7.567339e+02,-2.281623e+01,1.818982e+02,0.242256,48.574751
87.675730,115.010974,1.494068e+03,8.313545e+01,1.236589e+02,0.099732,28.043603
87.651753,124.990015,1.613807e+03,1.138774e+02,-1.582903e+01,0.071243,-3.956723
87.661503,134.999818,1.159021e+03,6.688123e+01,-5.363554e+01,0.073969,-19.363969
87.653515,145.021326,1.500909e+03,1.956437e+01,-1.253622e+02,0.084535,-40.564908
87.680679,155.021272,1.698660e+03,-9.993814e+01,-8.755385e+01,0.078218,-69.389517
87.651758,165.004544,1.733799e+03,-1.285742e+02,4.877850e+00,0.074211,88.913677
87.659189,175.007695,1.103407e+03,-5.803725e+01,7.430775e+01,0.085450,63.995613
87.654226,185.009980,7.994209e+02,7.184216e+00,7.096468e+01,0.089224,42.109636
87.617446,195.017972,8.570186e+02,1.083709e+02,5.962176e+01,0.144325,14.408998
87.664408,204.985575,9.182842e+02,2.063294e+02,-3.452786e+01,0.227815,-4.750021
87.648319,214.995056,1.046681e+03,1.982264e+02,-2.271519e+02,0.288037,-24.445047
87.659357,225.001421,1.162696e+03,4.919578e+01,-4.224282e+02,0.365774,-41.678643
87.661557,235.038652,1.197705e+03,-2.562038e+02,-4.136523e+02,0.406250,-60.886417
87.632763,245.049653,1.148698e+03,-4.597750e+02,-1.830127e+02,0.430801,-79.147525
87.637618,255.012694,1.163403e+03,-4.661663e+02,1.054391e+02,0.410814,83.627549
87.663955,264.991525,1.359204e+03,-2.968986e+02,3.695846e+02,0.348784,64.387990
87.663301,274.997148,1.893884e+03,8.727791e+00,5.551424e+02,0.293160,44.549643
87.598993,285.056412,2.496175e+03,3.576456e+02,3.950879e+02,0.213495,23.923824
87.628830,294.979892,2.673300e+03,3.946895e+02,7.798792e+01,0.150496,5.588634
87.667061,305.004888,2.259152e+03,2.362651e+02,-9.530971e+01,0.112770,-10.984612
87.664248,314.996511,6.636915e+02,9.435678e+00,-3.932603e+01,0.060935,-38.253903
87.644135,324.999295,2.707890e+03,-2.017427e+01,-8.263286e+01,0.031412,-51.859995
87.633138,335.017207,7.032110e+03,-1.511154e+02,-9.731022e+01,0.025559,-73.610315
87.651442,345.043038,3.693777e+03,-1.168842e+02,-1.193093e+02,0.045217,-67.205868
87.619413,355.014106,1.571326e+03,-1.023963e+02,-1.226117e+01,0.065631,-86.585891
